year,month,nino_t,nino_tminus1,nino_tminus2,nino_tplus1,nino_tplus2,nino_tplus3,nino_tplus4,nino_tplus5,nino_tplus6
1972,1,-0.92,-1.23,-1.15,-0.45,-0.19,0.07,0.38,0.45,0.85
1972,2,-0.45,-0.92,-1.23,-0.19,0.07,0.38,0.45,0.85,1.09
1972,3,-0.19,-0.45,-0.92,0.07,0.38,0.45,0.85,1.09,1.23
1972,4,0.07,-0.19,-0.45,0.38,0.45,0.85,1.09,1.23,1.54
1972,5,0.38,0.07,-0.19,0.45,0.85,1.09,1.23,1.54,1.9
1972,6,0.45,0.38,0.07,0.85,1.09,1.23,1.54,1.9,2.09
1972,7,0.85,0.45,0.38,1.09,1.23,1.54,1.9,2.09,1.8
1972,8,1.09,0.85,0.45,1.23,1.54,1.9,2.09,1.8,1.2
1972,9,1.23,1.09,0.85,1.54,1.9,2.09,1.8,1.2,0.27
1972,10,1.54,1.23,1.09,1.9,2.09,1.8,1.2,0.27,-0.58
1972,11,1.9,1.54,1.23,2.09,1.8,1.2,0.27,-0.58,-0.97
1972,12,2.09,1.9,1.54,1.8,1.2,0.27,-0.58,-0.97,-1.18
1973,1,1.8,2.09,1.9,1.2,0.27,-0.58,-0.97,-1.18,-1.54
1973,2,1.2,1.8,2.09,0.27,-0.58,-0.97,-1.18,-1.54,-1.63
1973,3,0.27,1.2,1.8,-0.58,-0.97,-1.18,-1.54,-1.63,-1.66
1973,4,-0.58,0.27,1.2,-0.97,-1.18,-1.54,-1.63,-1.66,-1.98
1973,5,-0.97,-0.58,0.27,-1.18,-1.54,-1.63,-1.66,-1.98,-2.37
1973,6,-1.18,-0.97,-0.58,-1.54,-1.63,-1.66,-1.98,-2.37,-2.26
1973,7,-1.54,-1.18,-0.97,-1.63,-1.66,-1.98,-2.37,-2.26,-2.09
1973,8,-1.63,-1.54,-1.18,-1.66,-1.98,-2.37,-2.26,-2.09,-1.66
1973,9,-1.66,-1.63,-1.54,-1.98,-2.37,-2.26,-2.09,-1.66,-1.45
1973,10,-1.98,-1.66,-1.63,-2.37,-2.26,-2.09,-1.66,-1.45,-1.36
1973,11,-2.37,-1.98,-1.66,-2.26,-2.09,-1.66,-1.45,-1.36,-1.29
1973,12,-2.26,-2.37,-1.98,-2.09,-1.66,-1.45,-1.36,-1.29,-1.2
1974,1,-2.09,-2.26,-2.37,-1.66,-1.45,-1.36,-1.29,-1.2,-0.9
1974,2,-1.66,-2.09,-2.26,-1.45,-1.36,-1.29,-1.2,-0.9,-0.52
1974,3,-1.45,-1.66,-2.09,-1.36,-1.29,-1.2,-0.9,-0.52,-0.64
1974,4,-1.36,-1.45,-1.66,-1.29,-1.2,-0.9,-0.52,-0.64,-0.94
1974,5,-1.29,-1.36,-1.45,-1.2,-0.9,-0.52,-0.64,-0.94,-1.09
1974,6,-1.2,-1.29,-1.36,-0.9,-0.52,-0.64,-0.94,-1.09,-0.97
1974,7,-0.9,-1.2,-1.29,-0.52,-0.64,-0.94,-1.09,-0.97,-0.45
1974,8,-0.52,-0.9,-1.2,-0.64,-0.94,-1.09,-0.97,-0.45,-0.68
1974,9,-0.64,-0.52,-0.9,-0.94,-1.09,-0.97,-0.45,-0.68,-1.09
1974,10,-0.94,-0.64,-0.52,-1.09,-0.97,-0.45,-0.68,-1.09,-0.96
1974,11,-1.09,-0.94,-0.64,-0.97,-0.45,-0.68,-1.09,-0.96,-1.13
1974,12,-0.97,-1.09,-0.94,-0.45,-0.68,-1.09,-0.96,-1.13,-1.5
1975,1,-0.45,-0.97,-1.09,-0.68,-1.09,-0.96,-1.13,-1.5,-1.39
1975,2,-0.68,-0.45,-0.97,-1.09,-0.96,-1.13,-1.5,-1.39,-1.52
1975,3,-1.09,-0.68,-0.45,-0.96,-1.13,-1.5,-1.39,-1.52,-1.66
1975,4,-0.96,-1.09,-0.68,-1.13,-1.5,-1.39,-1.52,-1.66,-1.83
1975,5,-1.13,-0.96,-1.09,-1.5,-1.39,-1.52,-1.66,-1.83,-1.66
1975,6,-1.5,-1.13,-0.96,-1.39,-1.52,-1.66,-1.83,-1.66,-1.93
1975,7,-1.39,-1.5,-1.13,-1.52,-1.66,-1.83,-1.66,-1.93,-2.01
1975,8,-1.52,-1.39,-1.5,-1.66,-1.83,-1.66,-1.93,-2.01,-1.26
1975,9,-1.66,-1.52,-1.39,-1.83,-1.66,-1.93,-2.01,-1.26,-0.82
1975,10,-1.83,-1.66,-1.52,-1.66,-1.93,-2.01,-1.26,-0.82,-0.93
1975,11,-1.66,-1.83,-1.66,-1.93,-2.01,-1.26,-0.82,-0.93,-0.74
1975,12,-1.93,-1.66,-1.83,-2.01,-1.26,-0.82,-0.93,-0.74,-0.38
1976,1,-2.01,-1.93,-1.66,-1.26,-0.82,-0.93,-0.74,-0.38,-0.16
1976,2,-1.26,-2.01,-1.93,-0.82,-0.93,-0.74,-0.38,-0.16,0.12
1976,3,-0.82,-1.26,-2.01,-0.93,-0.74,-0.38,-0.16,0.12,0.3
1976,4,-0.93,-0.82,-1.26,-0.74,-0.38,-0.16,0.12,0.3,0.75
1976,5,-0.74,-0.93,-0.82,-0.38,-0.16,0.12,0.3,0.75,0.71
1976,6,-0.38,-0.74,-0.93,-0.16,0.12,0.3,0.75,0.71,0.49
1976,7,-0.16,-0.38,-0.74,0.12,0.3,0.75,0.71,0.49,0.78
1976,8,0.12,-0.16,-0.38,0.3,0.75,0.71,0.49,0.78,0.37
1976,9,0.3,0.12,-0.16,0.75,0.71,0.49,0.78,0.37,0.19
1976,10,0.75,0.3,0.12,0.71,0.49,0.78,0.37,0.19,-0.38
1976,11,0.71,0.75,0.3,0.49,0.78,0.37,0.19,-0.38,-0.21
1976,12,0.49,0.71,0.75,0.78,0.37,0.19,-0.38,-0.21,0.01
1977,1,0.78,0.49,0.71,0.37,0.19,-0.38,-0.21,0.01,0.09
1977,2,0.37,0.78,0.49,0.19,-0.38,-0.21,0.01,0.09,-0.01
1977,3,0.19,0.37,0.78,-0.38,-0.21,0.01,0.09,-0.01,0.4
1977,4,-0.38,0.19,0.37,-0.21,0.01,0.09,-0.01,0.4,0.63
1977,5,-0.21,-0.38,0.19,0.01,0.09,-0.01,0.4,0.63,0.48
1977,6,0.01,-0.21,-0.38,0.09,-0.01,0.4,0.63,0.48,0.7
1977,7,0.09,0.01,-0.21,-0.01,0.4,0.63,0.48,0.7,0.62
1977,8,-0.01,0.09,0.01,0.4,0.63,0.48,0.7,0.62,0.25
1977,9,0.4,-0.01,0.09,0.63,0.48,0.7,0.62,0.25,-0.2
1977,10,0.63,0.4,-0.01,0.48,0.7,0.62,0.25,-0.2,-0.7
1977,11,0.48,0.63,0.4,0.7,0.62,0.25,-0.2,-0.7,-0.74
1977,12,0.7,0.48,0.63,0.62,0.25,-0.2,-0.7,-0.74,-0.71
1978,1,0.62,0.7,0.48,0.25,-0.2,-0.7,-0.74,-0.71,-0.55
1978,2,0.25,0.62,0.7,-0.2,-0.7,-0.74,-0.71,-0.55,-0.79
1978,3,-0.2,0.25,0.62,-0.7,-0.74,-0.71,-0.55,-0.79,-0.71
1978,4,-0.7,-0.2,0.25,-0.74,-0.71,-0.55,-0.79,-0.71,-0.46
1978,5,-0.74,-0.7,-0.2,-0.71,-0.55,-0.79,-0.71,-0.46,-0.38
1978,6,-0.71,-0.74,-0.7,-0.55,-0.79,-0.71,-0.46,-0.38,-0.06
1978,7,-0.55,-0.71,-0.74,-0.79,-0.71,-0.46,-0.38,-0.06,-0.13
1978,8,-0.79,-0.55,-0.71,-0.71,-0.46,-0.38,-0.06,-0.13,-0.22
1978,9,-0.71,-0.79,-0.55,-0.46,-0.38,-0.06,-0.13,-0.22,-0.02
1978,10,-0.46,-0.71,-0.79,-0.38,-0.06,-0.13,-0.22,-0.02,0.02
1978,11,-0.38,-0.46,-0.71,-0.06,-0.13,-0.22,-0.02,0.02,-0.25
1978,12,-0.06,-0.38,-0.46,-0.13,-0.22,-0.02,0.02,-0.25,-0.29
1979,1,-0.13,-0.06,-0.38,-0.22,-0.02,0.02,-0.25,-0.29,-0.47
1979,2,-0.22,-0.13,-0.06,-0.02,0.02,-0.25,-0.29,-0.47,-0.1
1979,3,-0.02,-0.22,-0.13,0.02,-0.25,-0.29,-0.47,-0.1,0.28
1979,4,0.02,-0.02,-0.22,-0.25,-0.29,-0.47,-0.1,0.28,0.11
1979,5,-0.25,0.02,-0.02,-0.29,-0.47,-0.1,0.28,0.11,0.29
1979,6,-0.29,-0.25,0.02,-0.47,-0.1,0.28,0.11,0.29,0.52
1979,7,-0.47,-0.29,-0.25,-0.1,0.28,0.11,0.29,0.52,0.54
1979,8,-0.1,-0.47,-0.29,0.28,0.11,0.29,0.52,0.54,0.22
1979,9,0.28,-0.1,-0.47,0.11,0.29,0.52,0.54,0.22,0.03
1979,10,0.11,0.28,-0.1,0.29,0.52,0.54,0.22,0.03,-0.07
1979,11,0.29,0.11,0.28,0.52,0.54,0.22,0.03,-0.07,0.08
1979,12,0.52,0.29,0.11,0.54,0.22,0.03,-0.07,0.08,0.21
1980,1,0.54,0.52,0.29,0.22,0.03,-0.07,0.08,0.21,-0.06
1980,2,0.22,0.54,0.52,0.03,-0.07,0.08,0.21,-0.06,-0.38
1980,3,0.03,0.22,0.54,-0.07,0.08,0.21,-0.06,-0.38,-0.28
1980,4,-0.07,0.03,0.22,0.08,0.21,-0.06,-0.38,-0.28,-0.26
1980,5,0.08,-0.07,0.03,0.21,-0.06,-0.38,-0.28,-0.26,-0.1
1980,6,0.21,0.08,-0.07,-0.06,-0.38,-0.28,-0.26,-0.1,0.05
1980,7,-0.06,0.21,0.08,-0.38,-0.28,-0.26,-0.1,0.05,-0.36
1980,8,-0.38,-0.06,0.21,-0.28,-0.26,-0.1,0.05,-0.36,-0.64
1980,9,-0.28,-0.38,-0.06,-0.26,-0.1,0.05,-0.36,-0.64,-0.64
1980,10,-0.26,-0.28,-0.38,-0.1,0.05,-0.36,-0.64,-0.64,-0.53
1980,11,-0.1,-0.26,-0.28,0.05,-0.36,-0.64,-0.64,-0.53,-0.57
1980,12,0.05,-0.1,-0.26,-0.36,-0.64,-0.64,-0.53,-0.57,-0.46
1981,1,-0.36,0.05,-0.1,-0.64,-0.64,-0.53,-0.57,-0.46,-0.64
1981,2,-0.64,-0.36,0.05,-0.64,-0.53,-0.57,-0.46,-0.64,-0.53
1981,3,-0.64,-0.64,-0.36,-0.53,-0.57,-0.46,-0.64,-0.53,-0.19
1981,4,-0.53,-0.64,-0.64,-0.57,-0.46,-0.64,-0.53,-0.19,-0.3
1981,5,-0.57,-0.53,-0.64,-0.46,-0.64,-0.53,-0.19,-0.3,-0.41
1981,6,-0.46,-0.57,-0.53,-0.64,-0.53,-0.19,-0.3,-0.41,-0.2
1981,7,-0.64,-0.46,-0.57,-0.53,-0.19,-0.3,-0.41,-0.2,0.13
1981,8,-0.53,-0.64,-0.46,-0.19,-0.3,-0.41,-0.2,0.13,-0.17
1981,9,-0.19,-0.53,-0.64,-0.3,-0.41,-0.2,0.13,-0.17,0.13
1981,10,-0.3,-0.19,-0.53,-0.41,-0.2,0.13,-0.17,0.13,0.21
1981,11,-0.41,-0.3,-0.19,-0.2,0.13,-0.17,0.13,0.21,0.45
1981,12,-0.2,-0.41,-0.3,0.13,-0.17,0.13,0.21,0.45,0.53
1982,1,0.13,-0.2,-0.41,-0.17,0.13,0.21,0.45,0.53,0.37
1982,2,-0.17,0.13,-0.2,0.13,0.21,0.45,0.53,0.37,0.73
1982,3,0.13,-0.17,0.13,0.21,0.45,0.53,0.37,0.73,1.49
1982,4,0.21,0.13,-0.17,0.45,0.53,0.37,0.73,1.49,1.99
1982,5,0.45,0.21,0.13,0.53,0.37,0.73,1.49,1.99,1.92
1982,6,0.53,0.45,0.21,0.37,0.73,1.49,1.99,1.92,2.2
1982,7,0.37,0.53,0.45,0.73,1.49,1.99,1.92,2.2,2.35
1982,8,0.73,0.37,0.53,1.49,1.99,1.92,2.2,2.35,1.94
1982,9,1.49,0.73,0.37,1.99,1.92,2.2,2.35,1.94,1.38
1982,10,1.99,1.49,0.73,1.92,2.2,2.35,1.94,1.38,0.95
1982,11,1.92,1.99,1.49,2.2,2.35,1.94,1.38,0.95,0.9
1982,12,2.2,1.92,1.99,2.35,1.94,1.38,0.95,0.9,0.54
1983,1,2.35,2.2,1.92,1.94,1.38,0.95,0.9,0.54,-0.11
1983,2,1.94,2.35,2.2,1.38,0.95,0.9,0.54,-0.11,-0.27
1983,3,1.38,1.94,2.35,0.95,0.9,0.54,-0.11,-0.27,-0.52
1983,4,0.95,1.38,1.94,0.9,0.54,-0.11,-0.27,-0.52,-1.16
1983,5,0.9,0.95,1.38,0.54,-0.11,-0.27,-0.52,-1.16,-1.29
1983,6,0.54,0.9,0.95,-0.11,-0.27,-0.52,-1.16,-1.29,-1.03
1983,7,-0.11,0.54,0.9,-0.27,-0.52,-1.16,-1.29,-1.03,-0.67
1983,8,-0.27,-0.11,0.54,-0.52,-1.16,-1.29,-1.03,-0.67,-0.19
1983,9,-0.52,-0.27,-0.11,-1.16,-1.29,-1.03,-0.67,-0.19,-0.52
1983,10,-1.16,-0.52,-0.27,-1.29,-1.03,-0.67,-0.19,-0.52,-0.68
1983,11,-1.29,-1.16,-0.52,-1.03,-0.67,-0.19,-0.52,-0.68,-0.73
1983,12,-1.03,-1.29,-1.16,-0.67,-0.19,-0.52,-0.68,-0.73,-0.9
1984,1,-0.67,-1.03,-1.29,-0.19,-0.52,-0.68,-0.73,-0.9,-0.5
1984,2,-0.19,-0.67,-1.03,-0.52,-0.68,-0.73,-0.9,-0.5,-0.24
1984,3,-0.52,-0.19,-0.67,-0.68,-0.73,-0.9,-0.5,-0.24,-0.34
1984,4,-0.68,-0.52,-0.19,-0.73,-0.9,-0.5,-0.24,-0.34,-0.67
1984,5,-0.73,-0.68,-0.52,-0.9,-0.5,-0.24,-0.34,-0.67,-1.19
1984,6,-0.9,-0.73,-0.68,-0.5,-0.24,-0.34,-0.67,-1.19,-1.34
1984,7,-0.5,-0.9,-0.73,-0.24,-0.34,-0.67,-1.19,-1.34,-1.16
1984,8,-0.24,-0.5,-0.9,-0.34,-0.67,-1.19,-1.34,-1.16,-0.72
1984,9,-0.34,-0.24,-0.5,-0.67,-1.19,-1.34,-1.16,-0.72,-0.79
1984,10,-0.67,-0.34,-0.24,-1.19,-1.34,-1.16,-0.72,-0.79,-1.18
1984,11,-1.19,-0.67,-0.34,-1.34,-1.16,-0.72,-0.79,-1.18,-1.03
1984,12,-1.34,-1.19,-0.67,-1.16,-0.72,-0.79,-1.18,-1.03,-0.91
1985,1,-1.16,-1.34,-1.19,-0.72,-0.79,-1.18,-1.03,-0.91,-0.74
1985,2,-0.72,-1.16,-1.34,-0.79,-1.18,-1.03,-0.91,-0.74,-0.56
1985,3,-0.79,-0.72,-1.16,-1.18,-1.03,-0.91,-0.74,-0.56,-0.7
1985,4,-1.18,-0.79,-0.72,-1.03,-0.91,-0.74,-0.56,-0.7,-0.49
1985,5,-1.03,-1.18,-0.79,-0.91,-0.74,-0.56,-0.7,-0.49,-0.37
1985,6,-0.91,-1.03,-1.18,-0.74,-0.56,-0.7,-0.49,-0.37,-0.41
1985,7,-0.74,-0.91,-1.03,-0.56,-0.7,-0.49,-0.37,-0.41,-0.66
1985,8,-0.56,-0.74,-0.91,-0.7,-0.49,-0.37,-0.41,-0.66,-0.71
1985,9,-0.7,-0.56,-0.74,-0.49,-0.37,-0.41,-0.66,-0.71,-0.42
1985,10,-0.49,-0.7,-0.56,-0.37,-0.41,-0.66,-0.71,-0.42,-0.33
1985,11,-0.37,-0.49,-0.7,-0.41,-0.66,-0.71,-0.42,-0.33,-0.53
1985,12,-0.41,-0.37,-0.49,-0.66,-0.71,-0.42,-0.33,-0.53,-0.31
1986,1,-0.66,-0.41,-0.37,-0.71,-0.42,-0.33,-0.53,-0.31,-0.11
1986,2,-0.71,-0.66,-0.41,-0.42,-0.33,-0.53,-0.31,-0.11,0.32
1986,3,-0.42,-0.71,-0.66,-0.33,-0.53,-0.31,-0.11,0.32,0.53
1986,4,-0.33,-0.42,-0.71,-0.53,-0.31,-0.11,0.32,0.53,0.81
1986,5,-0.53,-0.33,-0.42,-0.31,-0.11,0.32,0.53,0.81,1.01
1986,6,-0.31,-0.53,-0.33,-0.11,0.32,0.53,0.81,1.01,1.12
1986,7,-0.11,-0.31,-0.53,0.32,0.53,0.81,1.01,1.12,1.14
1986,8,0.32,-0.11,-0.31,0.53,0.81,1.01,1.12,1.14,1.13
1986,9,0.53,0.32,-0.11,0.81,1.01,1.12,1.14,1.13,0.98
1986,10,0.81,0.53,0.32,1.01,1.12,1.14,1.13,0.98,0.58
1986,11,1.01,0.81,0.53,1.12,1.14,1.13,0.98,0.58,0.62
1986,12,1.12,1.01,0.81,1.14,1.13,0.98,0.58,0.62,0.92
1987,1,1.14,1.12,1.01,1.13,0.98,0.58,0.62,0.92,1.29
1987,2,1.13,1.14,1.12,0.98,0.58,0.62,0.92,1.29,1.57
1987,3,0.98,1.13,1.14,0.58,0.62,0.92,1.29,1.57,1.65
1987,4,0.58,0.98,1.13,0.62,0.92,1.29,1.57,1.65,1.24
1987,5,0.62,0.58,0.98,0.92,1.29,1.57,1.65,1.24,1.07
1987,6,0.92,0.62,0.58,1.29,1.57,1.65,1.24,1.07,0.94
1987,7,1.29,0.92,0.62,1.57,1.65,1.24,1.07,0.94,0.9
1987,8,1.57,1.29,0.92,1.65,1.24,1.07,0.94,0.9,0.28
1987,9,1.65,1.57,1.29,1.24,1.07,0.94,0.9,0.28,0.1
1987,10,1.24,1.65,1.57,1.07,0.94,0.9,0.28,0.1,-0.44
1987,11,1.07,1.24,1.65,0.94,0.9,0.28,0.1,-0.44,-1.25
1987,12,0.94,1.07,1.24,0.9,0.28,0.1,-0.44,-1.25,-1.74
1988,1,0.9,0.94,1.07,0.28,0.1,-0.44,-1.25,-1.74,-1.74
1988,2,0.28,0.9,0.94,0.1,-0.44,-1.25,-1.74,-1.74,-1.19
1988,3,0.1,0.28,0.9,-0.44,-1.25,-1.74,-1.74,-1.19,-1
1988,4,-0.44,0.1,0.28,-1.25,-1.74,-1.74,-1.19,-1,-1.9
1988,5,-1.25,-0.44,0.1,-1.74,-1.74,-1.19,-1,-1.9,-2.05
1988,6,-1.74,-1.25,-0.44,-1.74,-1.19,-1,-1.9,-2.05,-1.96
1988,7,-1.74,-1.74,-1.25,-1.19,-1,-1.9,-2.05,-1.96,-1.97
1988,8,-1.19,-1.74,-1.74,-1,-1.9,-2.05,-1.96,-1.97,-1.47
1988,9,-1,-1.19,-1.74,-1.9,-2.05,-1.96,-1.97,-1.47,-1.21
1988,10,-1.9,-1,-1.19,-2.05,-1.96,-1.97,-1.47,-1.21,-1.08
1988,11,-2.05,-1.9,-1,-1.96,-1.97,-1.47,-1.21,-1.08,-0.88
1988,12,-1.96,-2.05,-1.9,-1.97,-1.47,-1.21,-1.08,-0.88,-0.59
1989,1,-1.97,-1.96,-2.05,-1.47,-1.21,-1.08,-0.88,-0.59,-0.57
1989,2,-1.47,-1.97,-1.96,-1.21,-1.08,-0.88,-0.59,-0.57,-0.53
1989,3,-1.21,-1.47,-1.97,-1.08,-0.88,-0.59,-0.57,-0.53,-0.3
1989,4,-1.08,-1.21,-1.47,-0.88,-0.59,-0.57,-0.53,-0.3,-0.4
1989,5,-0.88,-1.08,-1.21,-0.59,-0.57,-0.53,-0.3,-0.4,-0.45
1989,6,-0.59,-0.88,-1.08,-0.57,-0.53,-0.3,-0.4,-0.45,-0.13
1989,7,-0.57,-0.59,-0.88,-0.53,-0.3,-0.4,-0.45,-0.13,0.01
1989,8,-0.53,-0.57,-0.59,-0.3,-0.4,-0.45,-0.13,0.01,0.21
1989,9,-0.3,-0.53,-0.57,-0.4,-0.45,-0.13,0.01,0.21,0.04
1989,10,-0.4,-0.3,-0.53,-0.45,-0.13,0.01,0.21,0.04,0.08
1989,11,-0.45,-0.4,-0.3,-0.13,0.01,0.21,0.04,0.08,0.08
1989,12,-0.13,-0.45,-0.4,0.01,0.21,0.04,0.08,0.08,-0.08
1990,1,0.01,-0.13,-0.45,0.21,0.04,0.08,0.08,-0.08,0.09
1990,2,0.21,0.01,-0.13,0.04,0.08,0.08,-0.08,0.09,0.22
1990,3,0.04,0.21,0.01,0.08,0.08,-0.08,0.09,0.22,0.22
1990,4,0.08,0.04,0.21,0.08,-0.08,0.09,0.22,0.22,0.21
1990,5,0.08,0.08,0.04,-0.08,0.09,0.22,0.22,0.21,0.1
1990,6,-0.08,0.08,0.08,0.09,0.22,0.22,0.21,0.1,0.35
1990,7,0.09,-0.08,0.08,0.22,0.22,0.21,0.1,0.35,0.49
1990,8,0.22,0.09,-0.08,0.22,0.21,0.1,0.35,0.49,0.32
1990,9,0.22,0.22,0.09,0.21,0.1,0.35,0.49,0.32,0.03
1990,10,0.21,0.22,0.22,0.1,0.35,0.49,0.32,0.03,0.19
1990,11,0.1,0.21,0.22,0.35,0.49,0.32,0.03,0.19,0.26
1990,12,0.35,0.1,0.21,0.49,0.32,0.03,0.19,0.26,0.52
1991,1,0.49,0.35,0.1,0.32,0.03,0.19,0.26,0.52,0.76
1991,2,0.32,0.49,0.35,0.03,0.19,0.26,0.52,0.76,0.68
1991,3,0.03,0.32,0.49,0.19,0.26,0.52,0.76,0.68,0.42
1991,4,0.19,0.03,0.32,0.26,0.52,0.76,0.68,0.42,0.86
1991,5,0.26,0.19,0.03,0.52,0.76,0.68,0.42,0.86,1.2
1991,6,0.52,0.26,0.19,0.76,0.68,0.42,0.86,1.2,1.69
1991,7,0.76,0.52,0.26,0.68,0.42,0.86,1.2,1.69,1.84
1991,8,0.68,0.76,0.52,0.42,0.86,1.2,1.69,1.84,1.78
1991,9,0.42,0.68,0.76,0.86,1.2,1.69,1.84,1.78,1.38
1991,10,0.86,0.42,0.68,1.2,1.69,1.84,1.78,1.38,1.2
1991,11,1.2,0.86,0.42,1.69,1.84,1.78,1.38,1.2,1.04
1991,12,1.69,1.2,0.86,1.84,1.78,1.38,1.2,1.04,0.58
1992,1,1.84,1.69,1.2,1.78,1.38,1.2,1.04,0.58,0.22
1992,2,1.78,1.84,1.69,1.38,1.2,1.04,0.58,0.22,0.05
1992,3,1.38,1.78,1.84,1.2,1.04,0.58,0.22,0.05,-0.06
1992,4,1.2,1.38,1.78,1.04,0.58,0.22,0.05,-0.06,-0.3
1992,5,1.04,1.2,1.38,0.58,0.22,0.05,-0.06,-0.3,-0.28
1992,6,0.58,1.04,1.2,0.22,0.05,-0.06,-0.3,-0.28,-0.15
1992,7,0.22,0.58,1.04,0.05,-0.06,-0.3,-0.28,-0.15,0.14
1992,8,0.05,0.22,0.58,-0.06,-0.3,-0.28,-0.15,0.14,0.41
1992,9,-0.06,0.05,0.22,-0.3,-0.28,-0.15,0.14,0.41,0.39
1992,10,-0.3,-0.06,0.05,-0.28,-0.15,0.14,0.41,0.39,0.59
1992,11,-0.28,-0.3,-0.06,-0.15,0.14,0.41,0.39,0.59,0.78
1992,12,-0.15,-0.28,-0.3,0.14,0.41,0.39,0.59,0.78,0.35
1993,1,0.14,-0.15,-0.28,0.41,0.39,0.59,0.78,0.35,0.23
1993,2,0.41,0.14,-0.15,0.39,0.59,0.78,0.35,0.23,0.13
1993,3,0.39,0.41,0.14,0.59,0.78,0.35,0.23,0.13,0.35
1993,4,0.59,0.39,0.41,0.78,0.35,0.23,0.13,0.35,0.06
1993,5,0.78,0.59,0.39,0.35,0.23,0.13,0.35,0.06,0
1993,6,0.35,0.78,0.59,0.23,0.13,0.35,0.06,0,0.16
1993,7,0.23,0.35,0.78,0.13,0.35,0.06,0,0.16,0.1
1993,8,0.13,0.23,0.35,0.35,0.06,0,0.16,0.1,0.06
1993,9,0.35,0.13,0.23,0.06,0,0.16,0.1,0.06,0.11
1993,10,0.06,0.35,0.13,0,0.16,0.1,0.06,0.11,0.26
1993,11,0,0.06,0.35,0.16,0.1,0.06,0.11,0.26,0.31
1993,12,0.16,0,0.06,0.1,0.06,0.11,0.26,0.31,0.32
1994,1,0.1,0.16,0,0.06,0.11,0.26,0.31,0.32,0.24
1994,2,0.06,0.1,0.16,0.11,0.26,0.31,0.32,0.24,0.53
1994,3,0.11,0.06,0.1,0.26,0.31,0.32,0.24,0.53,0.48
1994,4,0.26,0.11,0.06,0.31,0.32,0.24,0.53,0.48,0.75
1994,5,0.31,0.26,0.11,0.32,0.24,0.53,0.48,0.75,1.11
1994,6,0.32,0.31,0.26,0.24,0.53,0.48,0.75,1.11,1.25
1994,7,0.24,0.32,0.31,0.53,0.48,0.75,1.11,1.25,1.02
1994,8,0.53,0.24,0.32,0.48,0.75,1.11,1.25,1.02,0.73
